Show_Id,Category,Title,Country,Rating,Duration,Genre,Release_Day,Release_Month,Release_Year
s3250,Movie,Just Friends,"Germany, United States, Canada",PG-13,94,"Comedies, Romantic Movies",1,September,2019
s3251,Movie,Just Love,Argentina,TV-MA,96,"Dramas, International Movies, Music & Musicals",24,January,2019
s3252,Movie,Just The Way You Are,Philippines,TV-G,107,"International Movies, Romantic Movies",10,December,2020
s3253,TV Show,Just You,Taiwan,TV-14,1,"International TV Shows, Romantic TV Shows, TV Comedies",1,November,2016
s3254,Movie,Justice,United States,R,92,Movies,1,February,2020
s3255,TV Show,Justice in the City,Unknown,TV-14,1,"International TV Shows, TV Dramas",1,October,2017
s3256,Movie,"Justice, My Foot!",Hong Kong,TV-14,95,"Action & Adventure, Comedies, International Movies",31,August,2018
s3257,Movie,Justin Bieber: Never Say Never,United States,G,106,"Documentaries, Music & Musicals",1,January,2018
s3258,Movie,Justin Timberlake + the Tennessee Kids,United States,TV-MA,90,Music & Musicals,12,October,2016
s3259,TV Show,Justin Time,Canada,TV-Y,2,Kids' TV,1,April,2016
s3260,TV Show,Justin Time GO!,Unknown,TV-Y,1,Kids' TV,24,June,2016
s3261,Movie,Justine,United States,TV-MA,106,"Dramas, Independent Movies",13,March,2020
s3262,TV Show,K,Japan,TV-MA,1,"Anime Series, Crime TV Shows, International TV Shows",1,December,2016
s3263,Movie,K-19: The Widowmaker,"United Kingdom, Germany, Canada, United States",PG-13,138,"Action & Adventure, Dramas",21,November,2019
s3264,TV Show,K-On!,Japan,TV-PG,2,"Anime Series, Teen TV Shows",15,November,2019
s3265,Movie,K-on! the movie,Japan,TV-PG,110,"Anime Features, Music & Musicals",15,November,2019
s3266,TV Show,K-POP Extreme Survival,South Korea,TV-14,1,"International TV Shows, Korean TV Shows, Romantic TV Shows",15,December,2016
s3267,TV Show,K.O. One Re-act,Unknown,TV-14,1,"International TV Shows, TV Comedies, TV Dramas",30,April,2019
s3268,TV Show,K.O.3an Guo,Taiwan,TV-14,1,"International TV Shows, TV Comedies, TV Sci-Fi & Fantasy",30,April,2019
s3269,Movie,Küçük Esnaf,Turkey,TV-MA,100,"Comedies, International Movies",28,April,2020
s3270,TV Show,Kaçak,Turkey,TV-14,1,"Crime TV Shows, International TV Shows, TV Action & Adventure",26,December,2016
s3271,Movie,Kaabil,India,TV-14,139,"Dramas, International Movies",25,June,2017
s3272,Movie,Kaagar,India,TV-MA,130,"Dramas, International Movies, Romantic Movies",10,September,2020
s3273,Movie,Kaakan,India,TV-PG,132,"Dramas, International Movies, Romantic Movies",1,March,2018
s3274,Movie,Kaake Da Viyah,India,TV-PG,133,"Comedies, Dramas, International Movies",23,August,2019
s3275,Movie,Kaal,India,TV-14,126,"Horror Movies, International Movies, Thrillers",1,April,2020
s3276,Movie,Kaali Khuhi,India,TV-14,91,"Horror Movies, International Movies",30,October,2020
s3277,Movie,Kaalia,India,TV-14,173,"Action & Adventure, Dramas, International Movies",31,December,2019
s3278,Movie,Kaaliyan,India,TV-PG,105,"Dramas, International Movies",1,August,2018
s3279,Movie,Kabali (Hindi Version),India,TV-MA,148,"Action & Adventure, Dramas, International Movies",15,December,2017
s3280,TV Show,Kabaneri of the Iron Fortress: The Battle of Unato,Japan,TV-MA,1,"Anime Series, International TV Shows, TV Horror",13,September,2019
s3281,Movie,Kabhi Alvida Naa Kehna,India,TV-14,192,"Dramas, International Movies, Romantic Movies",1,April,2020
s3282,Movie,Kabhi Haan Kabhi Naa,India,TV-14,151,"Comedies, Dramas, International Movies",15,May,2017
s3283,Movie,Kabhi Khushi Kabhie Gham,India,TV-14,209,"Dramas, International Movies",1,April,2020
s3284,Movie,Kabir Singh,India,TV-MA,171,"Dramas, International Movies, Romantic Movies",19,September,2019
s3285,Movie,Kacche Dhaagey,India,TV-14,120,"Dramas, International Movies, Romantic Movies",1,November,2017
s3286,Movie,Kahaani,India,TV-14,122,"International Movies, Music & Musicals, Thrillers",26,June,2019
s3287,Movie,Kahlil Gibran's The Prophet,"United States, France, Canada, Lebanon, Qatar",PG,85,"Children & Family Movies, Dramas",1,October,2017
s3288,Movie,Kai Po Che!,India,TV-MA,120,"Dramas, International Movies, Sports Movies",1,November,2018
s3289,Movie,Kajraare,India,TV-14,113,"Dramas, International Movies, Music & Musicals",22,October,2017
s3290,TV Show,Kakegurui,Unknown,TV-MA,2,"International TV Shows, TV Dramas, TV Thrillers",4,July,2019
s3291,Movie,Kal Ho Naa Ho,India,TV-14,187,"Comedies, Dramas, International Movies",1,April,2020
s3292,Movie,Kalakalappu,India,TV-14,154,"Comedies, International Movies, Music & Musicals",1,November,2018
s3293,Movie,Kaleidoscope,United Kingdom,TV-MA,99,Thrillers,8,May,2018
s3294,Movie,Kalek Shanab,United Arab Emirates,TV-PG,80,"Comedies, International Movies",1,June,2020
s3295,Movie,"Kalel, 15",Philippines,TV-MA,105,"Dramas, Independent Movies, International Movies",9,December,2020
s3296,Movie,Kalki,India,TV-14,41,"Dramas, Independent Movies, International Movies",1,March,2018
s3297,Movie,Kalushi: The Story of Solomon Mahlangu,South Africa,TV-MA,107,"Dramas, International Movies",29,November,2019
s3298,Movie,Kaminey,India,TV-14,128,"Dramas, International Movies, Music & Musicals",1,October,2018
s3299,Movie,Kanavu Variyam,India,TV-PG,104,"Comedies, Dramas, International Movies",15,June,2017
s3300,Movie,Kandasamys: The Wedding,South Africa,TV-14,93,"Comedies, Dramas, International Movies",4,September,2020
s3301,Movie,Kanika,India,TV-14,110,"Horror Movies, International Movies, Thrillers",1,March,2018
s3302,Movie,Kannum Kannum Kollaiyadithaal,India,TV-14,160,"Comedies, Dramas, International Movies",29,March,2020
s3303,TV Show,Kantaro: The Sweet Tooth Salaryman,Japan,TV-PG,1,"International TV Shows, TV Comedies",1,December,2017
s3304,Movie,Kapoor & Sons,India,TV-14,138,"Comedies, Dramas, International Movies",1,April,2020
s3305,Movie,Kappela,India,TV-14,112,"Dramas, International Movies, Romantic Movies",22,June,2020
s3306,Movie,Kara Bela,Turkey,TV-14,101,"Comedies, International Movies",10,March,2017
s3307,Movie,Kardec,Brazil,TV-14,110,"Dramas, Faith & Spirituality, International Movies",29,August,2019
s3308,Movie,Karkar,Egypt,TV-14,107,"Comedies, International Movies",19,May,2020
s3309,Movie,"Karol Modzelewski, Łukasz „Lotek” Lodkowski No Offense",Unknown,TV-MA,65,Stand-Up Comedy,19,September,2016
s3310,Movie,Karthik Calling Karthik,India,TV-14,135,"Dramas, International Movies, Thrillers",15,December,2019
s3311,Movie,Kartini: Princess of Java,"Indonesia, Netherlands",TV-PG,118,"Dramas, International Movies",15,October,2020
s3312,Movie,Karzzzz,India,TV-14,137,"International Movies, Music & Musicals, Romantic Movies",22,October,2017
s3313,Movie,Kasanova,Nigeria,TV-14,117,"Comedies, International Movies, Romantic Movies",26,June,2020
s3314,Movie,"Katarzyna Piasecka, Rafał Pacześ Seriously Funny",Unknown,TV-MA,65,Stand-Up Comedy,19,September,2016
s3315,Movie,Kate & Leopold,United States,PG-13,118,"Comedies, Romantic Movies",1,January,2020
s3316,Movie,Kath & Kimderella,Australia,TV-14,86,Comedies,28,July,2018
s3317,TV Show,Kath and Kim,Australia,TV-MA,6,TV Comedies,28,July,2018
s3318,Movie,Katha,India,TV-PG,140,"Comedies, Dramas, Independent Movies",31,December,2019
s3319,Movie,Katherine Ryan: Glitter Room,United States,TV-MA,66,Stand-Up Comedy,1,July,2019
s3320,Movie,Katherine Ryan: In Trouble,United Kingdom,TV-MA,64,Stand-Up Comedy,14,February,2017
s3321,Movie,Kathleen Madigan: Bothering Jesus,United States,TV-MA,71,Stand-Up Comedy,10,November,2016
s3322,Movie,Katt Williams: American Hustle (The Movie),United States,TV-MA,89,Stand-Up Comedy,17,May,2018
s3323,Movie,Katt Williams: Great America,United States,TV-MA,60,Stand-Up Comedy,16,January,2018
s3324,Movie,Katt Williams: Kattpacalypse,United States,TV-MA,61,Stand-Up Comedy,3,July,2018
s3325,Movie,Katt Williams: Live,United States,NR,85,Stand-Up Comedy,19,July,2018
s3326,Movie,Katt Williams: The Pimp Chronicles: Pt. 1,United States,TV-MA,45,Stand-Up Comedy,1,November,2018
s3327,Movie,Katti Batti,India,TV-14,132,"Comedies, Dramas, International Movies",1,November,2018
s3328,Movie,Kavin Jay: Everybody Calm Down!,Unknown,TV-MA,53,Stand-Up Comedy,2,February,2018
s3329,Movie,Kaviyude Osyath,India,TV-14,116,"Dramas, International Movies",1,July,2018
s3330,Movie,Kay Dyache Bola,India,TV-14,133,"Comedies, Dramas, International Movies",1,January,2018
s3331,TV Show,Kazoops!,Australia,TV-Y,3,Kids' TV,5,May,2017
s3332,Movie,KD (A) Karuppudurai,India,TV-14,116,"Comedies, Dramas, Independent Movies",21,January,2020
s3333,Movie,Keith Richards: Under the Influence,United States,TV-14,82,"Documentaries, Music & Musicals",18,September,2015
s3334,TV Show,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,United States,TV-MA,1,Docuseries,15,March,2020
s3335,TV Show,Ken Burns: The Civil War,United States,TV-14,1,Docuseries,22,February,2017
s3336,TV Show,Ken Burns: The Roosevelts: An Intimate History,United States,TV-PG,1,Docuseries,22,February,2017
s3337,TV Show,Ken Burns: The West,United States,TV-PG,1,Docuseries,14,March,2017
s3338,Movie,"Ken Jeong: You Complete Me, Ho",United States,TV-MA,62,Stand-Up Comedy,14,February,2019
s3339,TV Show,KENGAN ASHURA,"United States, Japan",TV-MA,2,"Anime Series, International TV Shows",31,October,2019
s3340,Movie,Kenny Sebastian: The Most Interesting Person in the Room,India,TV-MA,68,Stand-Up Comedy,29,May,2020
s3341,TV Show,Kevin Hart: Don’t F**k This Up,United States,TV-MA,1,Docuseries,27,December,2019
s3342,Movie,Kevin Hart: I'm a Grown Little Man,United States,TV-MA,62,Stand-Up Comedy,30,January,2020
s3343,Movie,Kevin Hart: Irresponsible,United States,TV-MA,60,Stand-Up Comedy,2,April,2019
s3344,Movie,Kevin Hart: Laugh at My Pain,United States,R,89,Stand-Up Comedy,1,October,2018
s3345,Movie,Kevin Hart: Let Me Explain,United States,R,75,Stand-Up Comedy,13,July,2018
s3346,Movie,Kevin Hart: Seriously Funny,United States,TV-MA,67,Stand-Up Comedy,1,October,2018
s3347,Movie,Kevin Hart: What Now?,United States,R,96,Stand-Up Comedy,11,April,2017
s3348,Movie,Kevin Hart: Zero F**ks Given,United States,TV-MA,70,Stand-Up Comedy,17,November,2020
s3349,Movie,Kevin Hart's Guide to Black History,United States,TV-PG,63,"Children & Family Movies, Comedies",8,February,2019
s3350,Movie,Kevin James: Never Don't Give Up,United States,TV-PG,62,Stand-Up Comedy,24,April,2018
s3351,Movie,Kevin James: Sweat the Small Stuff,United States,TV-PG,42,Stand-Up Comedy,20,February,2019
s3352,Movie,Kevyn Aucoin: Beauty & the Beast in Me,United States,TV-MA,90,"Documentaries, LGBTQ Movies",1,January,2019
s3353,TV Show,Khaani,Pakistan,TV-14,1,"Crime TV Shows, International TV Shows, Romantic TV Shows",1,August,2019
s3354,Movie,Khalnayak,India,TV-14,170,"Action & Adventure, Dramas, International Movies",1,March,2018
s3355,TV Show,Khan: No. 1 Crime Hunter,India,TV-14,1,"Crime TV Shows, International TV Shows, TV Comedies",1,May,2018
s3356,TV Show,Khelti Hai Zindagi Aankh Micholi,India,TV-14,1,"International TV Shows, TV Dramas",1,April,2017
s3357,Movie,Khido Khundi,India,TV-14,151,"Dramas, International Movies, Sports Movies",1,October,2018
s3358,Movie,Khoobsurat,India,TV-14,121,"Comedies, International Movies, Romantic Movies",1,October,2018
s3359,Movie,Khoon Khoon,India,TV-14,132,"Action & Adventure, International Movies",1,September,2017
s3360,Movie,Khosla Ka Ghosla,India,TV-14,124,"Comedies, Dramas, International Movies",2,August,2018
s3361,TV Show,Khotey Sikkey,India,TV-14,1,"Crime TV Shows, International TV Shows, TV Dramas",15,March,2018
s3362,Movie,Khubsoorat,India,TV-PG,120,"Classic Movies, Comedies, Dramas",31,December,2019
s3363,Movie,Khushi,India,TV-14,157,"Comedies, International Movies, Music & Musicals",1,March,2018
s3364,Movie,Kia and Cosmos,India,TV-14,124,"Dramas, Independent Movies, International Movies",1,May,2019
s3365,TV Show,Kibaoh Klashers,China,TV-Y7,2,Kids' TV,6,October,2017
s3366,Movie,Kickboxer: Retaliation,United States,R,110,Action & Adventure,26,April,2018
s3367,Movie,Kickboxer: Vengeance,United States,TV-MA,90,Action & Adventure,8,December,2016
s3368,Movie,Kicking and Screaming,United States,R,97,"Comedies, Independent Movies, Romantic Movies",4,November,2019
s3369,TV Show,Kicko & Super Speedo,Unknown,TV-Y7,1,"Kids' TV, TV Comedies",1,April,2019
s3370,Movie,Kid Kulafu,Philippines,TV-14,108,"Dramas, International Movies, Sports Movies",4,March,2019
s3371,TV Show,Kid-E-Cats,Russia,TV-Y,1,Kids' TV,1,November,2020
s3372,Movie,Kidnapping Mr. Heineken,"Netherlands, Belgium, United Kingdom, United States",R,95,"Action & Adventure, Dramas, International Movies",8,September,2017
s3373,Movie,Kidnapping Stella,Germany,TV-MA,90,"Dramas, International Movies, Thrillers",12,July,2019
s3374,Movie,Kids on the Block,Turkey,TV-PG,102,"Children & Family Movies, Comedies",4,October,2019
s3376,Movie,Kill Bill: Vol. 1,"United States, Japan",R,111,Action & Adventure,1,January,2020
s3377,Movie,Kill Bill: Vol. 2,United States,R,137,Action & Adventure,1,January,2020
s3378,Movie,Kill Command,United Kingdom,TV-MA,100,"Action & Adventure, Independent Movies, Sci-Fi & Fantasy",23,February,2017
s3379,Movie,Kill Hitler! The Luck of the Devil,France,TV-14,53,"Documentaries, International Movies",1,May,2019
s3380,TV Show,Kill la Kill,Japan,TV-MA,1,"Anime Series, International TV Shows",15,June,2019
s3381,Movie,Kill Me If You Dare,Turkey,TV-14,100,"Comedies, International Movies, Romantic Movies",6,September,2019
s3382,Movie,Kill Ratio,United States,TV-MA,87,Action & Adventure,17,February,2017
s3383,Movie,Kill the Irishman,United States,R,106,"Action & Adventure, Dramas, Independent Movies",21,August,2020
s3384,Movie,Kill the Messenger,United States,R,112,"Dramas, Thrillers",16,December,2018
s3385,Movie,Killa,India,TV-14,107,"Dramas, International Movies",1,April,2017
s3386,Movie,Killer Cove,United States,TV-14,87,Thrillers,14,November,2020
s3387,TV Show,Killer Inside: The Mind of Aaron Hernandez,United States,TV-MA,1,"Crime TV Shows, Docuseries",15,January,2020
s3388,Movie,Killer Klowns from Outer Space,United States,PG-13,86,"Comedies, Cult Movies, Horror Movies",1,April,2020
s3389,TV Show,Killer Ratings,Unknown,TV-MA,1,"Crime TV Shows, Docuseries, International TV Shows",31,May,2019
s3390,TV Show,Killer Women with Piers Morgan,United Kingdom,TV-MA,1,"British TV Shows, Crime TV Shows, Docuseries",19,July,2020
s3391,Movie,Killers,United States,PG-13,100,"Action & Adventure, Comedies, Romantic Movies",1,January,2021
s3392,Movie,Killing Hasselhoff,United States,R,80,Comedies,1,August,2020
s3393,Movie,Killing Them Softly,United States,R,97,Dramas,30,March,2020
s3394,Movie,Kills on Wheels,Hungary,TV-MA,103,"Action & Adventure, Dramas, International Movies",15,March,2018
s3395,Movie,Kilo Two Bravo,United Kingdom,R,109,"Dramas, Independent Movies, Thrillers",1,March,2019
s3396,TV Show,Kim's Convenience,Canada,TV-MA,4,TV Comedies,1,April,2020
s3397,Movie,King Jack,United States,NR,81,"Dramas, Independent Movies",1,July,2016
s3398,Movie,King of Boys,Nigeria,TV-MA,182,"Dramas, International Movies",21,September,2019
s3399,Movie,King of Peking,"China, United States, Australia",TV-14,88,"Comedies, Dramas, International Movies",2,July,2018
s3400,Movie,King's Ransom,"United States, Canada",PG-13,98,"Action & Adventure, Comedies",1,November,2019
s3401,TV Show,King’s War,China,TV-14,1,"International TV Shows, TV Dramas",7,July,2017
s3402,TV Show,Kingdom,United States,TV-MA,3,TV Dramas,1,July,2020
s3403,Movie,Kingdom of Us,United Kingdom,TV-MA,110,Documentaries,13,October,2017
s3404,TV Show,Kingdoms of the Sky,Unknown,TV-PG,1,"British TV Shows, Docuseries, Science & Nature TV",1,October,2018
s3405,Movie,Kingpin,United States,PG-13,114,"Comedies, Cult Movies, Sports Movies",1,January,2020
s3406,Movie,Kings,"France, Belgium, China, United States",R,87,Dramas,29,October,2018
s3407,TV Show,Kings of Jo'Burg,South Africa,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas",4,December,2020
s3408,TV Show,Kipo and the Age of Wonderbeasts,United States,TV-Y7,3,"Kids' TV, TV Comedies",12,October,2020
s3409,Movie,Kis Kisko Pyaar Karoon,India,TV-PG,132,"Comedies, International Movies",1,November,2017
s3410,Movie,Kisaan,India,TV-14,101,"Action & Adventure, Dramas, International Movies",1,October,2018
s3411,Movie,Kismat Konnection,India,TV-PG,145,"Comedies, International Movies, Music & Musicals",1,October,2018
s3412,Movie,Kiss & Cry,Canada,TV-MA,93,"Dramas, International Movies, Romantic Movies",1,May,2017
s3413,TV Show,Kiss Me First,"United Kingdom, United States",TV-MA,1,"British TV Shows, Crime TV Shows, International TV Shows",29,June,2018
s3414,Movie,Kiss the Girls,United States,R,116,Thrillers,1,January,2020
s3415,Movie,Kiss the Ground,United States,TV-G,85,Documentaries,22,September,2020
s3416,TV Show,Kiss The Series,Unknown,TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas",26,May,2019
s3417,TV Show,Kissing Game,Brazil,TV-MA,1,"International TV Shows, TV Dramas, TV Mysteries",17,July,2020
s3418,Movie,Kita Kita,Philippines,TV-14,84,"Comedies, Dramas, International Movies",15,December,2018
s3419,TV Show,Kitten Rescuers,United Kingdom,TV-14,1,"British TV Shows, International TV Shows, Reality TV",2,October,2019
s3420,Movie,KL Zombi,Malaysia,TV-14,92,"Comedies, Horror Movies, International Movies",21,August,2017
s3421,Movie,Klaus,"Spain, United Kingdom",PG,98,"Children & Family Movies, Comedies",15,November,2019
s3422,TV Show,Knightfall,United States,TV-MA,2,TV Dramas,13,August,2019
s3423,TV Show,Knights of Sidonia,Japan,TV-MA,2,"Anime Series, International TV Shows",1,December,2019
s3424,Movie,Knock Down The House,United States,PG,88,Documentaries,1,May,2019
s3425,Movie,Knock Knock,"United States, Chile, Israel",R,99,"Horror Movies, Thrillers",1,November,2020
s3426,Movie,Know Your Enemy - Japan,United States,TV-14,63,"Classic Movies, Documentaries",31,March,2017
s3427,Movie,Knowing,"United States, United Kingdom, Australia",PG-13,121,"Sci-Fi & Fantasy, Thrillers",1,October,2019
s3428,TV Show,KO One,Taiwan,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Comedies",19,April,2019
s3429,TV Show,KO One Return,Unknown,TV-MA,1,"International TV Shows, TV Comedies, TV Dramas",30,April,2019
s3430,Movie,Kocan Kadar Konus,Turkey,TV-14,104,"Comedies, International Movies, Romantic Movies",10,March,2017
s3431,Movie,Kocan Kadar Konus 2: Dirilis,Turkey,TV-14,104,"Comedies, International Movies, Romantic Movies",10,March,2017
s3432,Movie,Kodachrome,"Canada, United States",TV-MA,105,"Comedies, Dramas",20,April,2018
s3433,Movie,Koi Aap Sa,India,TV-14,135,"Comedies, International Movies, Music & Musicals",31,May,2019
s3434,Movie,Koko: The Gorilla Who Talks,United Kingdom,TV-G,56,Documentaries,1,March,2017
s3435,Movie,Kolaiyuthir Kaalam,India,TV-14,107,"International Movies, Thrillers",24,April,2020
s3436,Movie,Komola Rocket,Bangladesh,TV-14,95,"Dramas, Independent Movies, International Movies",7,January,2019
s3437,TV Show,Kon Kon Kon,Unknown,TV-PG,1,"Docuseries, International TV Shows",16,February,2018
s3438,Movie,Kon-Tiki,"United Kingdom, Norway, Denmark, Germany, Sweden",PG-13,96,"Action & Adventure, Dramas, International Movies",26,April,2019
s3439,TV Show,Kong: King of the Apes,"United States, Japan, Canada",TV-Y7,2,Kids' TV,4,May,2018
s3440,TV Show,Kongsuni and Friends,Unknown,TV-Y,2,"Kids' TV, Korean TV Shows",30,October,2020
s3441,TV Show,Kopitiam,Malaysia,TV-14,7,"International TV Shows, TV Comedies",3,November,2018
s3442,TV Show,Korean Pork Belly Rhapsody,Unknown,TV-G,1,"Docuseries, International TV Shows",4,January,2021
s3443,Movie,Koshish,India,TV-14,115,"International Movies, Romantic Movies",31,December,2019
s3444,Movie,Kraftidioten,"Norway, Denmark, Sweden",TV-MA,117,"Comedies, International Movies, Thrillers",5,January,2017
s3445,Movie,Krish Trish and Baltiboy,Unknown,TV-Y7,58,Children & Family Movies,8,September,2017
s3446,Movie,Krish Trish and Baltiboy: Battle of Wits,Unknown,TV-Y7,62,Children & Family Movies,8,September,2017
s3447,Movie,Krish Trish and Baltiboy: Best Friends Forever,Unknown,TV-Y,65,Children & Family Movies,8,September,2017
s3448,Movie,Krish Trish and Baltiboy: Comics of India,Unknown,TV-Y7,61,Children & Family Movies,8,September,2017
s3449,Movie,Krish Trish and Baltiboy: Face Your Fears,India,TV-Y7,65,Children & Family Movies,17,November,2017
s3450,Movie,Krish Trish and Baltiboy: Oversmartness Never Pays,Unknown,TV-Y7,65,Children & Family Movies,8,September,2017
s3451,Movie,Krish Trish and Baltiboy: Part II,Unknown,TV-Y7,58,Children & Family Movies,8,September,2017
s3452,Movie,Krish Trish and Baltiboy: The Greatest Trick,Unknown,TV-Y7,60,Children & Family Movies,8,September,2017
s3453,Movie,Krisha,United States,R,81,"Dramas, Independent Movies",7,November,2018
s3454,Movie,Krishna and His Leela,India,TV-MA,126,"International Movies, Romantic Movies",25,June,2020
s3455,TV Show,Krishna Balram,Unknown,TV-Y7,1,Kids' TV,8,July,2019
s3456,Movie,Krishna Cottage,India,TV-MA,124,"Action & Adventure, Horror Movies, International Movies",31,May,2019
s3457,Movie,Kristy,United States,NR,85,Horror Movies,31,October,2015
s3458,Movie,Krutant,India,TV-14,114,"Dramas, International Movies",2,June,2019
s3459,Movie,Krystal,United States,R,93,"Comedies, Dramas",1,January,2019
s3460,Movie,Kucch To Hai,India,TV-14,136,"Dramas, International Movies, Thrillers",15,May,2019
s3461,Movie,Kuch Kuch Hota Hai,India,TV-14,185,"Comedies, Dramas, International Movies",1,April,2020
s3462,Movie,Kuldip Patwal: I Didn't Do It!,India,TV-MA,126,"Dramas, Independent Movies, International Movies",31,December,2019
s3463,TV Show,Kulipari: An Army of Frogs,United States,TV-Y7,1,Kids' TV,2,September,2016
s3464,TV Show,Kulipari: Dream Walker,Unknown,TV-Y7,1,Kids' TV,20,November,2018
s3465,Movie,Kung Fu Hustle,"Hong Kong, China, United States",R,99,"Action & Adventure, Comedies, Cult Movies",1,April,2020
s3466,Movie,Kung Fu Magoo,"Mexico, United States",TV-Y7,79,"Children & Family Movies, Comedies",1,August,2018
s3467,Movie,Kung Fu Panda: Holiday,United States,TV-PG,26,"Children & Family Movies, Comedies",1,December,2012
s3468,Movie,Kung Fu Panda: Secrets of the Scroll,United States,TV-PG,23,"Children & Family Movies, Comedies",25,March,2016
s3469,Movie,Kung Fu Yoga,"China, India, Nepal",TV-PG,107,"Action & Adventure, Comedies, International Movies",6,October,2017
s3470,Movie,Kuntilanak,Indonesia,TV-14,106,"Horror Movies, International Movies",12,October,2018
s3471,Movie,Kuppivala,Unknown,TV-14,133,"Dramas, International Movies, Romantic Movies",1,August,2018
s3472,Movie,Kurbaan,India,TV-14,147,"International Movies, Thrillers",1,October,2018
s3473,TV Show,Kuroko's Basketball,Japan,TV-MA,1,"Anime Series, International TV Shows, Teen TV Shows",15,January,2021
s3474,TV Show,Kuromukuro,Japan,TV-14,2,"Anime Series, International TV Shows",4,July,2016
s3475,Movie,Kurt & Courtney,United Kingdom,R,95,"Documentaries, Music & Musicals",8,January,2019
s3476,TV Show,Kurt Seyit & Sura,Turkey,TV-14,1,"International TV Shows, Romantic TV Shows, TV Dramas",26,December,2016
s3477,Movie,Kurtulus Son Durak,Turkey,TV-MA,100,"Comedies, Dramas, International Movies",10,March,2017
s3478,Movie,Kya Kehna,India,TV-PG,149,"Dramas, International Movies, Romantic Movies",1,April,2018
s3479,Movie,Kyaa Kool Hai Hum,India,TV-14,165,"Comedies, International Movies, Music & Musicals",15,May,2019
s3480,Movie,Kyaa Kool Hain Hum 3,India,R,124,"Comedies, International Movies",15,May,2019
s3481,Movie,Kygo: Live at the Hollywood Bowl,United States,TV-MA,52,Music & Musicals,12,March,2018
s3482,Movie,Kyo Kii... Main Jhuth Nahin Bolta,India,TV-PG,150,"Comedies, International Movies, Sci-Fi & Fantasy",16,May,2019
s3483,Movie,Kyun! Ho Gaya Na,India,TV-PG,165,"International Movies, Romantic Movies",1,March,2018
s3484,TV Show,L.A.’s Finest,United States,TV-14,1,"Crime TV Shows, TV Action & Adventure, TV Comedies",5,January,2021
s3485,Movie,Léa & I,Unknown,TV-MA,84,Documentaries,2,August,2019
s3486,Movie,La Última Fiesta,Argentina,TV-MA,104,"Comedies, International Movies",1,February,2017
s3487,Movie,LA 92,United States,R,114,Documentaries,1,March,2018
s3488,Movie,La Bamba,United States,PG-13,109,"Classic Movies, Dramas, Music & Musicals",1,January,2020
s3489,TV Show,La casa de papel,Spain,TV-MA,4,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",3,April,2020
s3490,Movie,La Coppia dei Campioni,Italy,TV-MA,88,"Comedies, International Movies",15,February,2017
s3491,TV Show,La Doña,"United States, Mexico",TV-14,1,"Spanish-Language TV Shows, TV Dramas",17,November,2018
s3492,TV Show,La Esclava Blanca,Colombia,TV-MA,1,"International TV Shows, Spanish-Language TV Shows, TV Dramas",1,August,2016
s3494,TV Show,La Femme,Unknown,TV-14,1,"International TV Shows, TV Dramas",16,October,2017
s3495,Movie,La Gran Ilusión,Unknown,TV-14,50,International Movies,28,October,2020
s3496,TV Show,La Grande Chaumière Violette,Taiwan,TV-14,1,"International TV Shows, TV Dramas",14,January,2019
s3497,TV Show,La Línea: Shadow of Narco,Spain,TV-MA,1,"Crime TV Shows, Docuseries, International TV Shows",9,September,2020
s3498,Movie,La Leyenda del Diamante,Mexico,TV-MA,87,"Action & Adventure, International Movies, Sci-Fi & Fantasy",28,June,2019
s3499,TV Show,La Mante,France,TV-MA,1,"Crime TV Shows, International TV Shows, TV Dramas",29,December,2017
s3500,TV Show,La Niña,Colombia,TV-MA,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",18,November,2016
s3501,Movie,LA Originals,"United States, Argentina",TV-MA,92,"Documentaries, Music & Musicals",10,April,2020
s3502,TV Show,La Piloto,Mexico,TV-MA,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",2,April,2018
s3503,TV Show,La Révolution,France,TV-MA,1,"International TV Shows, TV Action & Adventure, TV Dramas",16,October,2020
s3504,TV Show,La Reina del Sur,"Mexico, United States, Spain, Colombia",TV-MA,2,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",29,November,2019
s3505,TV Show,La Robe De Mariee Des Cieux,Taiwan,TV-MA,1,"International TV Shows, Romantic TV Shows",15,November,2019
s3506,TV Show,La Rosa de Guadalupe,Mexico,TV-PG,1,"Classic & Cult TV, Crime TV Shows, International TV Shows",15,January,2019
s3507,TV Show,La Viuda Negra,"Colombia, Mexico, United States",TV-14,1,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows",15,January,2019
s3508,Movie,Laal Rang,India,TV-14,143,"Dramas, International Movies, Thrillers",1,March,2018
s3509,Movie,Laatu,India,TV-PG,116,"Comedies, Dramas, International Movies",2,May,2019
s3510,Movie,Laddaland,Thailand,TV-MA,112,"Horror Movies, International Movies",7,September,2018
s3511,Movie,Ladies First,India,TV-G,40,"Documentaries, International Movies, Sports Movies",8,March,2018
